EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE
AVENTURE SYSTEMS LLC,CLOUD CONSULTANT,"67,392","GRAND RAPIDS, MI",05/21/2022,10/01/2022
AVENTURE SYSTEMS LLC,CLOUD CONSULTANT,"67,392","GRAND RAPIDS, MI",05/21/2022,10/01/2022
AVENTURE SYSTEMS LLC,CLOUD CONSULTANT,"67,392","GRAND RAPIDS, MI",05/21/2022,10/01/2022
LETHYA GROUP INC,CLOUD CONSULTANT,"90,000","TARENTUM, PA",06/14/2022,10/01/2022
WISELINK GLOBAL INC,CLOUD CONSULTANT,"98,550","GERMANTOWN, MD",06/16/2022,10/01/2022
CYBER SPHERE LLC,CLOUD CONSULTANT,"100,000","RICHMOND, TX",05/24/2022,10/01/2022
SIERRA-CEDAR LLC,CLOUD CONSULTANT,"155,000","NOVI, MI",03/29/2022,05/01/2022
STAFFINGTREE INC,CLOUD DATA ARCHITECT,"74,277","OVERLAND PARK, KS",05/27/2022,10/01/2022
ATOS SYNTEL INC,CLOUD DATA ARCHITECT,"101,338","NASHVILLE, TN",04/29/2022,05/06/2022
HASHMAP INC,CLOUD DATA ARCHITECT,"122,616","ROSWELL, GA",06/13/2022,11/25/2022
TRELLANCE COOPERATIVE HOLDINGS INC,CLOUD DATA ARCHITECT,"123,614","TAMPA, FL",12/19/2022,05/11/2023
TRELLANCE INC,CLOUD DATA ARCHITECT,"123,614","TAMPA, FL",12/07/2022,05/11/2023
SAFRAN CABIN INC,CLOUD DATA ARCHITECT,"133,390","EDISON, NJ",07/21/2022,08/01/2022
THE HUNTINGTON NATIONAL BANK,CLOUD DATA ARCHITECT,"140,000","COLUMBUS, OH",05/04/2022,05/23/2022
DESIGNER BRANDS INC F/K/A DSW INC,CLOUD DATA ARCHITECT,"148,000","COLUMUBS, OH",03/29/2022,03/29/2022
NXP USA INC,CLOUD DATA ARCHITECT,"150,000","CHANDLER, AZ",12/22/2022,12/30/2022
NXP USA INC,CLOUD DATA ARCHITECT,"150,000","PHOENIX, AZ",12/22/2022,12/30/2022
WYNN LAS VEGAS LLC,CLOUD DATA ARCHITECT,"160,000","LAS VEGAS, NV",09/30/2022,12/09/2022
ARISGLOBAL LLC,CLOUD DATA ARCHITECT,"175,000","TAMPA, FL",05/19/2022,06/06/2022
MOUNT SINAI HOSPITAL,CLOUD DATA ARCHITECT,"185,000","NEW YORK, NY",04/20/2022,06/01/2022
MAVEN WAVE PARTNERS LLC,CLOUD DATA ARCHITECT,"190,000","WAUKESHA, WI",03/16/2022,03/22/2022
SYNECTICS FOR MANAGEMENT DECISIONS INC,CLOUD DATA ARCHITECT,"190,000","ALEXANDRIA, VA",05/26/2022,06/13/2022
CERVELLO INC,CLOUD DATA ARCHITECT AND DEVOPS ENGINEE,"185,000","BOSTON, MA",03/07/2022,03/15/2022
IBM CORPORATION,CLOUD DATA ARCHITECT- COMMUNICATIONS,"110,344","CHICAGO, IL",01/21/2022,02/03/2022
NCL (BAHAMAS) LTD,CLOUD DATA DEVELOPER,"117,000","MIAMI, FL",03/03/2022,03/28/2022
THE VANGUARD GROUP,CLOUD DATA DEVELOPER,"140,000","CHARLOTTE, NC",09/07/2022,10/03/2022
VTECHINFO INC,CLOUD DATA DEVELOPER  ENGINEER,"97,840","NUTLEY, NJ",05/19/2022,10/01/2022
VTECHINFO INC,CLOUD DATA DEVELOPER  ENGINEER,"101,754","NUTLEY, NJ",05/11/2022,10/01/2022
VASANTAS SOFTWARE INC,CLOUD DATA ENGINEER,"82,280","DUBLIN, OH",04/13/2022,04/18/2022
NUBE9 LLC,CLOUD DATA ENGINEER,"91,000","BEAVERTON, OR",04/13/2022,04/13/2022
NUBE9 LLC,CLOUD DATA ENGINEER,"91,000","BEAVERTON, OR",04/18/2022,04/18/2022
NUBE9 LLC,CLOUD DATA ENGINEER,"91,000","BEAVERTON, OR",04/18/2022,04/18/2022
NUBE9 LLC,CLOUD DATA ENGINEER,"91,000","BEAVERTON, OR",06/11/2022,06/11/2022
NUBE9 LLC,CLOUD DATA ENGINEER,"70,000","WEST CHESTER, OH",06/24/2022,06/24/2022
LYVE TECH LLC,CLOUD DATA ENGINEER,"70,000","MASON, OH",06/24/2022,06/24/2022
ADISOLS LLC,CLOUD DATA ENGINEER,"70,330","FRESNO, CA",05/26/2022,10/01/2022
AMEX SYSTEMS INC,CLOUD DATA ENGINEER,"72,000","GREENWOOD VILLAGE, CO",09/07/2022,09/08/2022
ORRBA SYSTEMS LLC,CLOUD DATA ENGINEER,"73,728","LANSING, MI",01/27/2022,02/02/2022
NUBE9 LLC,CLOUD DATA ENGINEER,"74,734","BEAVERTON, OR",05/11/2022,10/01/2022
NUBE9 LLC,CLOUD DATA ENGINEER,"74,734","BEAVERTON, OR",05/11/2022,10/01/2022
PROLIFIC TECHNOLOGIES INC,CLOUD DATA ENGINEER,"75,670","ALPHARETTA, GA",06/11/2022,10/01/2022
LYVE TECH LLC,CLOUD DATA ENGINEER,"76,200","MASON, OH",07/11/2022,07/11/2022
EMC CONSULTING GROUP INC,CLOUD DATA ENGINEER,"76,898","GARLAND, TX",05/17/2022,05/17/2022
LYVE TECH LLC,CLOUD DATA ENGINEER,"76,900","BEAVERTON, OR",05/08/2022,10/01/2022
LYVE TECH LLC,CLOUD DATA ENGINEER,"76,900","HILLSBORO, OR",05/09/2022,10/01/2022
BEYONDSOFT CONSULTING INC,CLOUD DATA ENGINEER,"79,914","PEARLAND, TX",01/20/2022,07/21/2022
LYVE TECH LLC,CLOUD DATA ENGINEER,"80,000","OVERLAND PARK, KS",08/09/2022,08/09/2022
V-SOFT CONSULTING GROUP INC,CLOUD DATA ENGINEER,"81,000","GREENVILLE, SC",04/11/2022,04/25/2022
PROLIFIC TECHNOLOGIES INC,CLOUD DATA ENGINEER,"87,485","CUMMING, GA",05/30/2022,10/01/2022
PROLIFIC TECHNOLOGIES INC,CLOUD DATA ENGINEER,"87,485","ALPHARETTA, GA",06/11/2022,10/01/2022
IBM CORPORATION,CLOUD DATA ENGINEER,"88,005","WALTHAM, MA",05/27/2022,10/01/2022
IT OPENDOORS LLC,CLOUD DATA ENGINEER,"89,544","PLANO, TX",06/02/2022,10/01/2022
AXON ENTERPRISE INC,CLOUD DATA ENGINEER,"90,000","SYRACUSE, NY",01/05/2022,02/21/2022
DCUBE SOLUTIONS,CLOUD DATA ENGINEER,"90,500","RICHMOND, VA",04/29/2022,10/01/2022
DCUBE SOLUTIONS,CLOUD DATA ENGINEER,"90,500","RICHMOND, VA",04/30/2022,10/01/2022
DCUBE SOLUTIONS,CLOUD DATA ENGINEER,"90,500","RICHMOND, VA",04/30/2022,10/01/2022
DCUBE SOLUTIONS,CLOUD DATA ENGINEER,"90,500","RICHMOND, VA",04/30/2022,10/01/2022
DCUBE SOLUTIONS,CLOUD DATA ENGINEER,"90,500","RICHMOND, VA",05/01/2022,10/01/2022
DCUBE SOLUTIONS,CLOUD DATA ENGINEER,"90,500","RICHMOND, VA",05/01/2022,10/01/2022
DCUBE SOLUTIONS,CLOUD DATA ENGINEER,"90,500","RICHMOND, VA",06/15/2022,10/01/2022
EXELIQ CONSULTING INC,CLOUD DATA ENGINEER,"90,900","SCHAUMBURG, IL",06/08/2022,10/03/2022
EXELIQ CONSULTING INC,CLOUD DATA ENGINEER,"90,900","SCHAUMBURG, IL",06/08/2022,10/03/2022
EXELIQ CONSULTING INC,CLOUD DATA ENGINEER,"90,900","RIVERWOODS, IL",06/08/2022,10/03/2022
EXELIQ CONSULTING INC,CLOUD DATA ENGINEER,"90,900","SCHAUMBURG, IL",06/15/2022,10/03/2022
SAVANTIS SOLUTIONS LLC,CLOUD DATA ENGINEER,"92,685","RICHMOND, TX",04/07/2022,04/25/2022
LYVE TECH LLC,CLOUD DATA ENGINEER,"93,020","BEAVERTON, OR",03/23/2022,03/23/2022
LYVE TECH LLC,CLOUD DATA ENGINEER,"93,700","BEAVERTON, OR",11/23/2022,11/23/2022
LYVE TECH LLC,CLOUD DATA ENGINEER,"94,037","HILLSBORO, OR",06/02/2022,10/01/2022
CLOUDWICK TECHNOLOGIES INC,CLOUD DATA ENGINEER,"94,037","ADDISON, TX",06/07/2022,06/20/2022
TECHALPHA LLC,CLOUD DATA ENGINEER,"95,139","PHOENIX, AZ",12/06/2022,12/12/2022
M9 CONSULTING INC,CLOUD DATA ENGINEER,"97,000","CINCINNATI, OH",09/19/2022,09/26/2022
PROLIFIC TECHNOLOGIES INC,CLOUD DATA ENGINEER,"97,594","CUMMING, GA",05/30/2022,10/01/2022
PRIMORIS SYSTEMS LLC,CLOUD DATA ENGINEER,"98,000","RESTON, VA",12/21/2022,01/08/2023
PRIMORIS SYSTEMS LLC,CLOUD DATA ENGINEER,"98,000","RESTON, VA",11/30/2022,12/15/2022
FINACLE SOFT INC,CLOUD DATA ENGINEER,"99,091","SAN FRANCISCO, CA",01/31/2022,02/07/2022
STELLAR IT SOLUTIONS LLC,CLOUD DATA ENGINEER,"101,338","KATY, TX",11/04/2022,11/07/2022
TAPROOT SOLUTIONS INC,CLOUD DATA ENGINEER,"101,800","FRISCO, TX",01/18/2022,01/19/2022
AVIATRIX SYSTEMS INC,CLOUD DATA ENGINEER,"102,690","DALLAS, TX",03/07/2022,09/06/2022
AVIATRIX SYSTEMS INC,CLOUD DATA ENGINEER,"102,690","DALLAS, TX",05/09/2022,10/01/2022
LYVE TECH LLC,CLOUD DATA ENGINEER,"103,480","BASKING RIDGE, NJ",09/22/2022,09/22/2022
POZENT CORPORATION,CLOUD DATA ENGINEER,"104,291","SUNNYVALE, CA",03/29/2022,04/04/2022
POZENT CORPORATION,CLOUD DATA ENGINEER,"104,291","SUNNYVALE, CA",05/03/2022,05/04/2022
NUBE9 LLC,CLOUD DATA ENGINEER,"104,291","SUNNYVALE, CA",05/13/2022,10/01/2022
FORD MOTOR COMPANY,CLOUD DATA ENGINEER,"105,420","DETROIT, MI",04/07/2022,04/11/2022
FORD MOTOR COMPANY,CLOUD DATA ENGINEER,"105,420","PROSPER, TX",06/29/2022,07/25/2022
FORD MOTOR COMPANY,CLOUD DATA ENGINEER,"105,420","SUGAR LAND, TX",06/07/2022,07/11/2022
FORD MOTOR COMPANY,CLOUD DATA ENGINEER,"105,420","PROSPER, TX",06/10/2022,07/25/2022
FORD MOTOR COMPANY,CLOUD DATA ENGINEER,"105,420","RALEIGH, NC",06/21/2022,08/01/2022
CLOUDREACH INC,CLOUD DATA ENGINEER,"105,900","BELLINGHAM, WA",01/03/2022,01/14/2022
EXLSERVICECOM LLC,CLOUD DATA ENGINEER,"111,176","GARLAND, TX",01/18/2022,01/25/2022
EXLSERVICECOM LLC,CLOUD DATA ENGINEER,"111,176","GARLAND, TX",01/19/2022,01/25/2022
MERCHANT E-SOLUTIONS INC,CLOUD DATA ENGINEER,"111,639","ALPHARETTA, GA",06/30/2022,09/06/2022
MERCHANT E-SOLUTIONS INC,CLOUD DATA ENGINEER,"111,639","ALPHARETTA, GA",07/26/2022,09/06/2022
MERCHANT E-SOLUTIONS INC,CLOUD DATA ENGINEER,"111,639","ALPHARETTA, GA",06/29/2022,09/06/2022
CLOUDREACH INC,CLOUD DATA ENGINEER,"112,200","JERSEY CITY, NJ",05/25/2022,10/01/2022
FORD MOTOR COMPANY,CLOUD DATA ENGINEER,"114,234","CELINA, TX",06/02/2022,07/01/2022
DEERE AND COMPANY,CLOUD DATA ENGINEER,"115,000","MILAN, IL",08/09/2022,02/03/2023
INSURANCE SERVICES OFFICE INC,CLOUD DATA ENGINEER,"115,000","JERSEY CITY, NJ",02/23/2022,08/23/2022
MHK TECH INC,CLOUD DATA ENGINEER,"119,933","MCLEAN, VA",03/21/2022,04/04/2022
MEDTRONIC INC,CLOUD DATA ENGINEER,"119,933","NORTHRIDGE, CA",04/12/2022,05/16/2022
ITBUILD SOLUTIONS LLC,CLOUD DATA ENGINEER,"120,000","FLOWER MOUND, TX",05/13/2022,10/01/2022
LEADING TORCH LLC,CLOUD DATA ENGINEER,"120,000","RICHARDSON, TX",05/20/2022,06/13/2022
CLOUDWICK TECHNOLOGIES INC,CLOUD DATA ENGINEER,"121,763","NEWARK, CA",01/31/2022,02/10/2022
MEDTRONIC INC,CLOUD DATA ENGINEER,"124,987","NORTHRIDGE, CA",07/18/2022,08/04/2022
INDEED INC,CLOUD DATA ENGINEER,"127,338","SEATTLE, WA",10/31/2022,04/21/2023
INSURANCE SERVICES OFFICE INC,CLOUD DATA ENGINEER,"128,000","MIDDLETOWN, CT",09/20/2022,10/01/2022
AVIATRIX SYSTEMS INC,CLOUD DATA ENGINEER,"128,315","DALLAS, TX",05/09/2022,10/01/2022
GENERAL MOTORS FINANCIAL COMPANY INC,CLOUD DATA ENGINEER,"130,000","FARMINGTON HILLS, MI",09/13/2022,10/03/2022
HSBC BANK USA NA,CLOUD DATA ENGINEER,"131,509","ARLINGTON HEIGHTS, IL",10/17/2022,10/24/2022
HSBC TECHNOLOGY & SERVICES USA INC,CLOUD DATA ENGINEER,"131,509","ARLINGTON HEIGHTS, IL",10/28/2022,11/07/2022
BLACKLINE SYSTEMS INC,CLOUD DATA ENGINEER,"132,683","AUSTIN, TX",10/07/2022,10/07/2022
MERCHANTS AUTOMOTIVE GROUP INC,CLOUD DATA ENGINEER,"135,000","LOVELAND, OH",06/27/2022,07/05/2022
CLOUDWICK TECHNOLOGIES INC,CLOUD DATA ENGINEER,"138,528","HILLSBORO, OR",12/12/2022,12/22/2022
SALLIE MAE BANK,CLOUD DATA ENGINEER,"146,744","DULLES, VA",07/25/2022,08/15/2022
GENERAL MOTORS FINANCIAL COMPANY INC,CLOUD DATA ENGINEER,"165,000","ARLINGTON, TX",09/13/2022,10/08/2022
FORD MOTOR COMPANY,CLOUD DATA ENGINEER - FORD PRO,"88,260","GRAND RAPIDS, MI",06/28/2022,08/15/2022
FORD MOTOR COMPANY,CLOUD DATA ENGINEER - FORD PRO,"112,632","IRVING, TX",07/06/2022,08/08/2022
FORD MOTOR COMPANY,CLOUD DATA ENGINEER - FORD PRO,"112,632","GARLAND, TX",08/22/2022,09/12/2022
IBM CORPORATION,"CLOUD DATA ENGINEER REDSHIFT, SNOWFLAKE","102,253","PALM BEACH GARDENS, FL",02/11/2022,02/28/2022
CAREMARK LLC,CLOUD DATA ENGINEER Ã¢ÂÂ ADVISOR,"137,779","IRVING, TX",02/23/2022,03/02/2022
BAPTIST HEALTH SOUTH FLORIDA INC,CLOUD DATA ENGINEER Ã¢ÂÂ LEAD,"136,000","MIAMI, FL",09/30/2022,10/31/2022
DELOITTE CONSULTING LLP,CLOUD DATA ENGINEER Ã¢ÂÂ SOLUTION ARC,"155,000","MECHANICSBURG, PA",03/23/2022,04/01/2022
WESTERN UNION LLC,CLOUD DATA ENGINEERING LEAD,"185,400","NAPERVILLE, IL",06/27/2022,07/04/2022
BEAZER GENERAL SERVICES INC,CLOUD DATA MDM MANAGER,"150,000","ATLANTA, GA",06/22/2022,06/30/2022
PILOT TRAVEL CENTERS LLC,CLOUD DATA PLATFORM ENGINEER II,"100,000","DALLAS, TX",04/15/2022,04/20/2022
BOS FRAMEWORK INC,CLOUD DATA SCIENTIST AND ENGINEER,"120,000","FRANKLIN, TN",06/27/2022,09/19/2022
TEK NINJAS SOLUTIONS LLC,CLOUD DATA TEST ENGINEER,"83,300","PHOENIX, AZ",02/03/2022,02/10/2022
TEKSKILLS INC,CLOUD DATABASE ADMIN,"81,370","TORRANCE, CA",10/21/2022,10/31/2022
EXCELON SOLUTIONS LLC,CLOUD DATABASE ADMINISTRATOR,"89,690","MIAMI, FL",05/18/2022,05/25/2022
UV TECHNOLOGY SOLUTIONS INC,CLOUD DATABASE ADMINISTRATOR,"93,870","ASHBURN, VA",05/13/2022,10/01/2022
THE INTERNET TRUCKSTOP LLC,CLOUD DATABASE ADMINISTRATOR,"115,289","CRYSTAL LAKE, IL",05/23/2022,05/23/2022
PURPOSE FINANCIAL INC,CLOUD DATABASE ADMINISTRATOR,"123,000","SPARTANBURG, SC",11/14/2022,12/12/2022
AMZUR TECHNOLOGIES INC,CLOUD DATABASE CONSULTANT,"112,632","IRVING, TX",08/10/2022,08/15/2022
VIRTUE GROUP LLC,CLOUD DATABASE ENGINEER,"89,550","IRVING, TX",06/14/2022,10/01/2022
FORD MOTOR COMPANY,CLOUD DATABASE ENGINEER,"110,053","DEARBORN, MI",03/15/2022,04/25/2022
INFOLOB SOLUTIONS INC,CLOUD DATABASE ENGINEER,"112,632","IRVING, TX",09/26/2022,10/10/2022
US BANK NATIONAL ASSOCIATION,CLOUD DATABASE ENGINEER,"125,000","ALPHARETTA, GA",04/29/2022,06/13/2022
US BANK NATIONAL ASSOCIATION,CLOUD DATABASE ENGINEER LEAD,"131,685","LITTLETON, CO",06/16/2022,07/18/2022
THE CARLYLE GROUP EMPLOYEE CO LLC,CLOUD DATAWAREHOUSE SR DEVELOPER,"200,000","WASHINGTON, DC",07/19/2022,07/26/2022
SVATS INC,CLOUD DBA,"85,000","LEWIS CENTER, OH",03/28/2022,04/04/2022
POINTCLICKCARE USA CORP,CLOUD DBA,"140,000","LOMBARD, IL",03/18/2022,04/11/2022
MARUTHI TECHNOLOGIES INC,CLOUD DELIVERY LEAD,"111,176","RICHARDSON, TX",04/19/2022,10/18/2022
SMACFORCE CONSULTING LLC,CLOUD DELIVERY SOFTWARE ENGINEER,"92,082","BENSALEM, PA",05/22/2022,10/03/2022
STELLAR IT SOLUTIONS LLC,CLOUD DEPLOYMENT & INTEGRATION ENGINEER,"95,000","DALLAS, TX",02/22/2022,03/01/2022
AGILETAL TECHNOLOGIES INC,CLOUD DEVELOPER,"84,120","ATLANTA, GA",06/10/2022,10/01/2022
ARTIFICIAL INVENTIONS LLC,CLOUD DEVELOPER,"86,920","SCHAUMBURG, IL",05/11/2022,10/01/2022
INFOTECH PRISM LLC,CLOUD DEVELOPER,"69,909","ALPHARETTA, GA",06/08/2022,10/01/2022
INFOTECH PRISM LLC,CLOUD DEVELOPER,"70,000","ALPHARETTA, GA",06/08/2022,10/01/2022
KLAXONTECH INC,CLOUD DEVELOPER,"75,795","MISSOURI CITY, TX",02/08/2022,02/08/2022
INFOTECH PRISM LLC,CLOUD DEVELOPER,"76,898","ALPHARETTA, GA",06/08/2022,10/01/2022
VERIDIC SOLUTIONS LLC,CLOUD DEVELOPER,"77,189","RESTON, VA",06/02/2022,09/15/2022
ADISOLS LLC,CLOUD DEVELOPER,"80,000","FRESNO, CA",05/25/2022,10/01/2022
BLUE SPACE TECHNOLOGIES INC,CLOUD DEVELOPER,"84,718","URBANDALE, IA",05/19/2022,10/01/2022
AMERITECH GLOBAL INC,CLOUD DEVELOPER,"90,397","NAPERVILLE, IL",06/24/2022,07/05/2022
LEARNBEYOND CONSULTING LLC,CLOUD DEVELOPER,"92,082","MALVERN, PA",05/31/2022,10/01/2022
ZIRLEN TECHNOLOGIES INC,CLOUD DEVELOPER,"92,685","HOUSTON, TX",06/04/2022,10/01/2022
CLOUD BRIDGE SOLUTIONS INC,CLOUD DEVELOPER,"94,037","IRVING, TX",01/11/2022,01/11/2022
MOLINA TECHNOLOGIES LLC,CLOUD DEVELOPER,"95,000","RALEIGH, NC",06/19/2022,10/01/2022
SAPPHIRE IT SERVICES INC,CLOUD DEVELOPER,"99,000","FORNEY, TX",10/17/2022,11/01/2022
INNOVEE CONSULTING LLC,CLOUD DEVELOPER,"101,754","NEW YORK, NY",06/13/2022,10/01/2022
INSURANCE SERVICES OFFICE INC,CLOUD DEVELOPER,"125,000","MORRISVILLE, NC",06/08/2022,06/21/2022
ERICSSON INC,CLOUD DEVELOPER,"126,400","AUSTIN, TX",06/09/2022,06/16/2022
HEWLETT PACKARD ENTERPRISE COMPANY,CLOUD DEVELOPER,"136,814","SAN JOSE, CA",09/14/2022,03/15/2023
HEWLETT PACKARD ENTERPRISE COMPANY,CLOUD DEVELOPER,"140,500","DURHAM, NC",09/20/2022,03/14/2023
HEWLETT PACKARD ENTERPRISE COMPANY,CLOUD DEVELOPER,"140,900","PLANO, TX",04/05/2022,04/18/2022
HEWLETT PACKARD ENTERPRISE COMPANY,CLOUD DEVELOPER,"140,900","SEATTLE, WA",06/30/2022,07/23/2022
ADOBE INC,CLOUD DEVELOPER,"141,378","SAN JOSE, CA",10/12/2022,10/25/2022
HEWLETT PACKARD ENTERPRISE COMPANY,CLOUD DEVELOPER,"143,000","SAN JOSE, CA",09/01/2022,09/13/2022
HEWLETT PACKARD ENTERPRISE COMPANY,CLOUD DEVELOPER,"145,000","DURHAM, NC",04/19/2022,04/29/2022
HEWLETT PACKARD ENTERPRISE COMPANY,CLOUD DEVELOPER,"148,763","DURHAM, NC",09/30/2022,10/10/2022
HEWLETT PACKARD ENTERPRISE COMPANY,CLOUD DEVELOPER,"150,000","SKILLMAN, NJ",09/30/2022,10/14/2022
HEWLETT PACKARD ENTERPRISE COMPANY,CLOUD DEVELOPER,"152,500","SEATTLE, WA",03/03/2022,08/27/2022
HEWLETT PACKARD ENTERPRISE COMPANY,CLOUD DEVELOPER,"155,000","AUSTIN, TX",10/27/2022,01/17/2023
HEWLETT PACKARD ENTERPRISE COMPANY,CLOUD DEVELOPER,"160,000","SPRING, TX",10/24/2022,10/27/2022
HEWLETT PACKARD ENTERPRISE COMPANY,CLOUD DEVELOPER,"160,000","HOUSTON, TX",02/08/2022,02/14/2022
HEWLETT PACKARD ENTERPRISE COMPANY,CLOUD DEVELOPER,"162,216","SAN JOSE, CA",09/07/2022,03/02/2023
HEWLETT PACKARD ENTERPRISE COMPANY,CLOUD DEVELOPER,"169,662","SAN JOSE, CA",12/14/2022,06/09/2023
HEWLETT PACKARD ENTERPRISE COMPANY,CLOUD DEVELOPER,"170,000","KING OF PRUSSIA, PA",07/27/2022,08/08/2022
INTERNATIONAL BUSINESS MACHINES CORPORA,CLOUD DEVELOPER,"170,248","SAN JOSE, CA",03/11/2022,03/25/2022
HEWLETT PACKARD ENTERPRISE COMPANY,CLOUD DEVELOPER,"180,000","SAN JOSE, CA",12/14/2022,12/28/2022
HEWLETT PACKARD ENTERPRISE COMPANY,CLOUD DEVELOPER,"195,000","SAN JOSE, CA",10/12/2022,10/25/2022
MOTOROLA SOLUTIONS INC,CLOUD DEVELOPER DEVOPS ENGINEER,"93,912","CHICAGO, IL",09/09/2022,10/10/2022
MOTOROLA SOLUTIONS INC,CLOUD DEVELOPER DEVOPS ENGINEER,"100,000","CHICAGO, IL",10/07/2022,10/13/2022
MOTOROLA SOLUTIONS INC,CLOUD DEVELOPER DEVOPS ENGINEER,"125,445","CHICAGO, IL",05/17/2022,05/23/2022
GENERAL DYNAMICS INFORMATION TECHNOLOGY,CLOUD DEVELOPER SR. ADVISOR,"175,000","ELLICOTT CITY, MD",09/29/2022,10/06/2022
PEGASYSTEMS INC,CLOUD DEVELOPMENT ENGINEER,"99,944","CAMBRIDGE, MA",03/11/2022,09/01/2022
BLUEWAYZ CORPORATION,CLOUD DEVICES ANALYST,"45,781","CLEVELAND, OH",06/09/2022,10/01/2022
BLUEWAYZ CORPORATION,CLOUD DEVICES ANALYST,"45,781","CLEVELAND, OH",06/10/2022,10/01/2022
CSSI INC,CLOUD DEVOPS ADMINISTRATOR,"115,849","WASHINGTON, DC",09/01/2022,01/20/2023
RAVI SOLUTIONS INC,CLOUD DEVOPS DEVELOPER,"75,795","HOUSTON, TX",06/14/2022,10/01/2022
BIZTEGY ANALYTICS INC,CLOUD DEVOPS DEVELOPER,"94,806","MORRISVILLE, NC",01/12/2022,01/12/2022
ANJUS LLC,CLOUD DEVOPS ENGINEER,"78,260","LINCOLN, NE",01/24/2022,02/01/2022
CODE ACUITY INC,CLOUD DEVOPS ENGINEER,"91,200","CHARLOTTE, NC",05/25/2022,10/01/2022
TEKSYSTEMS INC,CLOUD DEVOPS ENGINEER,"97,220","CHARLOTTE, NC",10/14/2022,10/25/2022
TEKSYSTEMS GLOBAL SERVICES LLC,CLOUD DEVOPS ENGINEER,"102,000","CHARLOTTE, NC",10/13/2022,10/25/2022
SELECT MINDS LLC,CLOUD DEVOPS ENGINEER,"73,819","GRAND LEDGE, MI",08/10/2022,08/18/2022
ZAI GLOBAL INC,CLOUD DEVOPS ENGINEER,"75,670","ALPHARETTA, GA",06/02/2022,10/01/2022
SAPATLA SOFTWARE INC,CLOUD DEVOPS ENGINEER,"76,000","JACKSONVILLE, FL",06/24/2022,10/01/2022
SAPATLA SOFTWARE INC,CLOUD DEVOPS ENGINEER,"76,000","JACKSONVILLE, FL",05/15/2022,10/01/2022
SAPATLA SOFTWARE INC,CLOUD DEVOPS ENGINEER,"76,000","JACKSONVILLE, FL",05/15/2022,10/01/2022
SAPATLA SOFTWARE INC,CLOUD DEVOPS ENGINEER,"76,000","JACKSONVILLE,, FL",05/15/2022,10/01/2022
SAPATLA SOFTWARE INC,CLOUD DEVOPS ENGINEER,"76,000","JACKSONVILLE, FL",05/15/2022,10/01/2022
SAPATLA SOFTWARE INC,CLOUD DEVOPS ENGINEER,"76,000","JACKSONVILLE, FL",05/15/2022,10/01/2022
SAPATLA SOFTWARE INC,CLOUD DEVOPS ENGINEER,"76,000","JACKSONVILLE,, FL",05/20/2022,10/01/2022
FPT USA CORPORATION,CLOUD DEVOPS ENGINEER,"80,000","KATY, TX",04/22/2022,05/03/2022
VERIDIC SOLUTIONS LLC,CLOUD DEVOPS ENGINEER,"80,000","THE COLONY, TX",05/02/2022,05/10/2022
NEW YORK TECHNOLOGY PARTNERS INC,CLOUD DEVOPS ENGINEER,"80,000","ISELIN, NJ",05/10/2022,10/01/2022
NEW YORK TECHNOLOGY PARTNERS INC,CLOUD DEVOPS ENGINEER,"80,000","ISELIN, NJ",05/10/2022,10/01/2022
NEW YORK TECHNOLOGY PARTNERS INC,CLOUD DEVOPS ENGINEER,"80,000","ISELIN, NJ",05/10/2022,10/01/2022
SYMPLORE,CLOUD DEVOPS ENGINEER,"80,808","DENVER, CO",06/16/2022,10/01/2022
INFOCOGNIZE INC,CLOUD DEVOPS ENGINEER,"81,494","TAMPA, FL",01/04/2022,01/11/2022
KINETICAI INC,CLOUD DEVOPS ENGINEER,"82,999","TAMPA, FL",05/25/2022,10/01/2022
FPT USA CORPORATION,CLOUD DEVOPS ENGINEER,"83,000","HOUSTON, TX",04/13/2022,04/25/2022
VTRIX TECHNOLOGIES INC,CLOUD DEVOPS ENGINEER,"84,531","WESTON, FL",10/11/2022,10/17/2022
SVATS INC,CLOUD DEVOPS ENGINEER,"85,571","LEWIS CENTER, OH",04/28/2022,10/01/2022
SVATS INC,CLOUD DEVOPS ENGINEER,"85,571","LEWIS CENTER, OH",04/28/2022,10/01/2022
VERIDIC SOLUTIONS LLC,CLOUD DEVOPS ENGINEER,"86,000","LOMBARD, IL",10/11/2022,10/18/2022
BRILLIUS TECHNOLOGIES INC,CLOUD DEVOPS ENGINEER,"86,000","TAMPA, FL",03/31/2022,04/06/2022
BRILLIUS TECHNOLOGIES INC,CLOUD DEVOPS ENGINEER,"86,000","TAMPA, FL",03/31/2022,04/06/2022
BRILLIUS TECHNOLOGIES INC,CLOUD DEVOPS ENGINEER,"86,000","TAMPA, FL",04/14/2022,04/21/2022
GAPS AND BRIDGES INC,CLOUD DEVOPS ENGINEER,"86,000","IRVING, TX",04/18/2022,10/01/2022
GAPS AND BRIDGES INC,CLOUD DEVOPS ENGINEER,"86,000","IRVING, TX",04/18/2022,10/01/2022
KET SOFTWARE SERVICES LLC,CLOUD DEVOPS ENGINEER,"87,000","WORTHINGTON, OH",04/22/2022,10/01/2022
SV INFOTECH GROUP INC,CLOUD DEVOPS ENGINEER,"87,194","SHAKER HEIGHTS, OH",11/02/2022,11/07/2022
