EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE
COLLABERA INC,DATA ENGINEER,"144,000","PLANO, TX",01/04/2022,01/05/2022
3K TECHNOLOGIES LLC,DATA ENGINEER,"144,000","CHARLOTTE, NC",09/16/2022,09/23/2022
POPULUS GROUP LLC,DATA ENGINEER,"145,000","MILPITAS, CA",06/02/2022,06/27/2022
ELIASSEN GROUP LLC,DATA ENGINEER,"150,000","CHARLOTTE, NC",07/26/2022,09/10/2022
MOONITSOLUTIONS INC,DATA ENGINEER,"150,000","COPPELL, TX",01/18/2022,02/07/2022
CALIFORNIA CREATIVE SOLUTIONS INC,DATA ENGINEER,"150,000","DUBLIN, CA",02/25/2022,03/14/2022
CALIFORNIA CREATIVE SOLUTIONS INC,DATA ENGINEER,"150,000","DUBLIN, CA",03/02/2022,03/14/2022
POPULUS GROUP LLC,DATA ENGINEER,"154,000","GLASTONBURY, CT",02/25/2022,03/14/2022
SAGARSOFT INC,DATA ENGINEER,"158,000","PLANO, TX",02/28/2022,03/14/2022
DIGITAL INTELLIGENCE SYSTEMS LLC,DATA ENGINEER,"160,000","MENLO PARK, CA",05/31/2022,10/01/2022
DIGITAL INTELLIGENCE SYSTEMS LLC,DATA ENGINEER,"160,000","MENLO PARK, CA",05/31/2022,10/01/2022
PINNACLE TECHNICAL RESOURCES INC,DATA ENGINEER,"173,080","SUNNYVALE, CA",11/03/2022,02/27/2023
TRICOLOR AUTO GROUP LLC,DATA ENGINEER,"10,417","IRVING, TX",10/07/2022,10/31/2022
SELFBOOK INC,DATA ENGINEER,"45,282","BROOKLYN, NY",06/04/2022,10/01/2022
SELFBOOK INC,DATA ENGINEER,"45,282","BROOKLYN, NY",06/08/2022,10/01/2022
CQ INFOTECH,DATA ENGINEER,"48,090","SHREVEPORT, LA",06/10/2022,10/01/2022
PRIORITY HEALTH,DATA ENGINEER,"48,797","GRAND RAPIDS, MI",05/02/2022,10/01/2022
BRIGHAM AND WOMEN'S HOSPITAL,DATA ENGINEER,"52,000","BOSTON, MA",12/15/2022,01/30/2023
INSILICOM LLC,DATA ENGINEER,"55,000","TALLAHASSEE, FL",04/08/2022,10/01/2022
DATAFORMIX TECHNOLOGIESINC,DATA ENGINEER,"60,000","PLAINSBORO, NJ",04/11/2022,10/01/2022
DATAFORMIX TECHNOLOGIESINC,DATA ENGINEER,"60,000","PLAINSBORO, NJ",04/12/2022,10/01/2022
SUPERLOGIX INC,DATA ENGINEER,"60,000","PLAINSBORO, NJ",04/13/2022,10/01/2022
SUPERLOGIX INC,DATA ENGINEER,"60,000","PLAINSBORO, NJ",04/13/2022,10/01/2022
SUPERLOGIX INC,DATA ENGINEER,"60,000","PLAINSBORO, NJ",04/13/2022,10/01/2022
MOUNTAIN IT SOLUTIONS LLC,DATA ENGINEER,"60,000","MCKINNEY, TX",06/16/2022,10/01/2022
MOUNTAIN IT SOLUTIONS LLC,DATA ENGINEER,"60,000","MCKINNEY, TX",06/16/2022,10/01/2022
NEPHOS TECHNOLOGIES,DATA ENGINEER,"60,000","CHAMPAIGN, IL",06/20/2022,10/01/2022
VIMALRAJ INC,DATA ENGINEER,"60,611","CARY, NC",05/24/2022,10/01/2022
TYSON FOODS INC,DATA ENGINEER,"61,131","SPRINGDALE, AR",06/21/2022,10/01/2022
TYSON FOODS INC,DATA ENGINEER,"61,131","SPRINGDALE, AR",05/27/2022,10/01/2022
HASHI SOLUTIONS LLC,DATA ENGINEER,"61,131","BENTONVILLE, AR",06/12/2022,10/01/2022
TYSON FOODS INC,DATA ENGINEER,"61,131","SPRINGDALE, AR",06/21/2022,10/01/2022
THE CHILDREN'S HOSPITAL OF PHILAD,DATA ENGINEER,"61,880","PHILADELPHIA, PA",04/07/2022,05/30/2022
SAMURAI INFOTECH LLC,DATA ENGINEER,"62,000","BENTONVILLE, AR",06/07/2022,10/01/2022
VERINON TECHNOLOGY SOLUTIONS LTD,DATA ENGINEER,"62,500","ARLINGTON HEIGHTS, IL",05/13/2022,10/01/2022
TEKINVADERZ LLC,DATA ENGINEER,"62,795","KENNER, LA",04/18/2022,10/01/2022
DFS CORPORATE SERVICES LLC,DATA ENGINEER,"63,000","RIVERWOODS, IL",12/09/2022,12/15/2022
PULSE NETWORK LLC,DATA ENGINEER,"63,000","RIVERWOODS, IL",10/11/2022,10/18/2022
DFS CORPORATE SERVICES LLC,DATA ENGINEER,"63,000","RIVERWOODS, IL",11/02/2022,11/08/2022
NEPHOS TECHNOLOGIES,DATA ENGINEER,"63,000","LAS VEGAS, NV",06/20/2022,10/01/2022
BRIGHAM AND WOMEN'S HOSPITAL,DATA ENGINEER,"63,024","BOSTON, MA",09/06/2022,09/15/2022
IBM CORPORATION,DATA ENGINEER,"63,200","BLOOMINGTON, IL",05/17/2022,10/01/2022
VAK IT SYSTEMS INC,DATA ENGINEER,"63,440","OVERLAND PARK, KS",06/13/2022,10/01/2022
DATA CONCEPTS LLC,DATA ENGINEER,"63,606","GLEN ALLEN, VA",06/17/2022,10/01/2022
GNRSYSTEMS INC,DATA ENGINEER,"63,731","PEORIA, IL",05/03/2022,10/01/2022
CLOUD BIG DATA TECHNOLOGIES LLC,DATA ENGINEER,"63,877","DEARBORN, MI",05/17/2022,05/24/2022
AUTOMATION TECHNOLOGIES LLC,DATA ENGINEER,"63,877","DEARBORN, MI",05/17/2022,05/24/2022
STACKIT PROFESSIONALS INC,DATA ENGINEER,"63,877","RIVERSIDE, CA",06/21/2022,10/01/2022
ATOS SYNTEL INC,DATA ENGINEER,"64,000","LAS VEGAS, NV",06/27/2022,07/04/2022
HEALTH CATALYST INC,DATA ENGINEER,"65,000","SOUTH JORDAN, UT",03/24/2022,08/01/2022
SATIN SOLUTIONS LLC,DATA ENGINEER,"65,000","BENTONVILLE, AR",06/23/2022,07/05/2022
SATIN SOLUTIONS LLC,DATA ENGINEER,"65,000","BENTONVILLE, AR",06/23/2022,07/05/2022
HEALTH CATALYST INC,DATA ENGINEER,"65,600","LA VERGNE, TN",04/06/2022,08/01/2022
CUMMINS INC,DATA ENGINEER,"65,666","COLUMBUS, IN",05/03/2022,10/01/2022
CUMMINS INC,DATA ENGINEER,"65,666","COLUMBUS, IN",05/24/2022,08/23/2022
GOLI TECHNOLOGIES LLC,DATA ENGINEER,"65,915","MOUNTAIN HOUSE, CA",06/13/2022,10/01/2022
PRIORITY HEALTH,DATA ENGINEER,"66,186","GRAND RAPIDS, MI",06/03/2022,10/01/2022
IDEATE TECHNOLOGIES LLC,DATA ENGINEER,"67,000","CLEVELAND, OH",05/16/2022,10/01/2022
TECHZION IT SOLUTIONS INC,DATA ENGINEER,"67,000","CHARLOTTE, NC",05/23/2022,10/01/2022
DONATO TECHNOLOGIES INC,DATA ENGINEER,"67,392","BYRON CENTER, MI",01/06/2022,01/12/2022
PRIORITY HEALTH,DATA ENGINEER,"67,392","GRAND RAPIDS, MI",05/18/2022,06/01/2022
PRIORITY HEALTH,DATA ENGINEER,"67,392","GRAND RAPIDS, MI",05/27/2022,06/01/2022
PSOLV LLC,DATA ENGINEER,"67,475","DALLAS, TX",03/14/2022,09/01/2022
THE GUNTER GROUP LLC,DATA ENGINEER,"67,621","TEMPE, AZ",04/15/2022,10/01/2022
IBM CORPORATION,DATA ENGINEER,"67,621","SCOTTSDALE, AZ",05/20/2022,10/01/2022
WEST ADVANCED TECHNOLOGIES INC,DATA ENGINEER,"67,829","SACRAMENTO, CA",06/18/2022,06/18/2022
WEST ADVANCED TECHNOLOGIES INC,DATA ENGINEER,"67,829","SACRAMENTO, CA",06/20/2022,06/20/2022
WEST ADVANCED TECHNOLOGIES INC,DATA ENGINEER,"67,829","SACRAMENTO, CA",06/22/2022,06/22/2022
AVMED INC,DATA ENGINEER,"67,880","GAINESVILLE, FL",06/14/2022,10/01/2022
IBM CORPORATION,DATA ENGINEER,"67,891","RICHMOND, VA",11/28/2022,03/25/2023
TEKINVADERZ LLC,DATA ENGINEER,"67,954","WARRENSBURG, MO",06/03/2022,10/01/2022
HAYNES & COMPANY INC,DATA ENGINEER,"68,370","COLLEGE PARK, MD",02/01/2022,02/02/2022
HAYNES & COMPANY INC,DATA ENGINEER,"68,370","COLLEGE PARK, MD",02/15/2022,02/15/2022
CONFLUX SYSTEMS INC,DATA ENGINEER,"68,390","CINCINNATI, OH",12/16/2022,12/26/2022
HORIZONPLUS TECHNOLOGIES INC,DATA ENGINEER,"68,432","BOSTON, MA",06/14/2022,10/01/2022
EFICENS SYSTEMS LLC,DATA ENGINEER,"69,000","WOBURN, MA",06/09/2022,10/01/2022
TEKSYSTEMS GLOBAL SERVICES LLC,DATA ENGINEER,"69,293","IRVING, TX",05/02/2022,05/17/2022
IBM CORPORATION,DATA ENGINEER,"69,500","QUINCY, MA",05/26/2022,10/01/2022
IBM CORPORATION,DATA ENGINEER,"69,504","SACRAMENTO, CA",04/21/2022,09/26/2022
ATYETI INC,DATA ENGINEER,"69,576","PRINCETON, NJ",04/25/2022,10/01/2022
PRABHAV EGLOBAL SERVICES,DATA ENGINEER,"69,576","EWING, NJ",05/19/2022,10/01/2022
SUPERLOGIX INC,DATA ENGINEER,"69,826","PLAINSBORO, NJ",04/13/2022,10/01/2022
INTERNATIONAL BUSINESS MACHINES C,DATA ENGINEER,"69,826","MIDDLETOWN, NJ",05/18/2022,06/14/2022
IBM CORPORATION,DATA ENGINEER,"69,826","NEWARK, NJ",05/26/2022,10/01/2022
NUWAY SOLUTIONS LLC,DATA ENGINEER,"69,826","SOUTH PLAINFIELD, NJ",06/03/2022,10/01/2022
SUPERLOGIX INC,DATA ENGINEER,"69,826","PLAINSBORO, NJ",06/09/2022,10/01/2022
LOGGING-INCOM LLC,DATA ENGINEER,"69,826","FARMINGTON HILLS, MI",06/15/2022,10/01/2022
HP INC,DATA ENGINEER,"69,888","SPRING, TX",02/24/2022,08/14/2022
ZEUS SOLUTIONS INC,DATA ENGINEER,"69,888","HOUSTON, TX",04/20/2022,10/01/2022
CORPORATE SOLUTIONS GENERAL INC,DATA ENGINEER,"69,888","HOUSTON, TX",05/24/2022,10/01/2022
CORPORATE SOLUTIONS GENERAL INC,DATA ENGINEER,"69,888","HOUSTON, TX",05/24/2022,10/01/2022
CROSS SENSE ANALYTICS LLC,DATA ENGINEER,"69,900","NEW YORK, NY",01/06/2022,01/10/2022
ARTIFICIAL INTELLIGENCE TECHNOLOG,DATA ENGINEER,"69,909","SANDY SPRINGS, GA",05/23/2022,10/01/2022
INFOTECH PRISM LLC,DATA ENGINEER,"69,909","ALPHARETTA, GA",06/08/2022,10/01/2022
TEK LEADERS INC,DATA ENGINEER,"70,000","CELINA, TX",11/17/2022,11/24/2022
DFS CORPORATE SERVICES LLC,DATA ENGINEER,"70,000","RIVERWOODS, IL",10/10/2022,10/19/2022
TEK LEADERS INC,DATA ENGINEER,"70,000","COPPELL, TX",08/23/2022,09/15/2022
TAGUP INC,DATA ENGINEER,"70,000","BOSTON, MA",03/28/2022,03/28/2022
TAX DEFENSE NETWORK LLC (A MONEYS,DATA ENGINEER,"70,000","JACKSONVILLE, FL",01/12/2022,02/21/2022
SRIMATRIX INC,DATA ENGINEER,"70,000","LITTLE ROCK, AR",05/23/2022,10/01/2022
WISEN IT AMERICA LLC,DATA ENGINEER,"70,000","FARMERS BRANCH, TX",06/01/2022,10/01/2022
CYBER CHASSE INC,DATA ENGINEER,"70,000","TAMPA, FL",06/03/2022,10/01/2022
ECHELON IT INC,DATA ENGINEER,"70,000","PLAINSBORO, NJ",06/03/2022,10/01/2022
AI CYBER SOLUTIONS INC,DATA ENGINEER,"70,000","TAMPA, FL",06/06/2022,10/01/2022
EFICENS SYSTEMS LLC,DATA ENGINEER,"70,000","BENTONVILLE, AR",06/07/2022,10/01/2022
EFICENS SYSTEMS LLC,DATA ENGINEER,"70,000","HOUSTON, TX",06/08/2022,10/01/2022
COGENT INTEGRATED BUSINESS SOLUTI,DATA ENGINEER,"70,000","BINGHAM FARMS, MI",06/08/2022,10/01/2022
NETSEC PROFESSIONALS CORPORATION,DATA ENGINEER,"70,000","HOUSTON, TX",06/09/2022,10/01/2022
SAMURAI INFOTECH LLC,DATA ENGINEER,"70,000","BENTONVILLE, AR",06/09/2022,10/01/2022
TECHRUIT SOLUTIONS LLC,DATA ENGINEER,"70,000","TAMPA, FL",06/13/2022,10/01/2022
AI CYBER SOLUTIONS INC,DATA ENGINEER,"70,000","TAMPA, FL",06/14/2022,10/01/2022
RAM SOFTWARE SOLUTIONS INC,DATA ENGINEER,"70,000","PARSIPPANY, NJ",06/14/2022,10/01/2022
ITTSTAR CONSULTING LLC,DATA ENGINEER,"70,000","ALPHARETTA, GA",06/16/2022,10/01/2022
INDIANA UNIVERSITY,DATA ENGINEER,"70,075","BLOOMINGTON, IN",07/25/2022,12/01/2022
THE SALVATION ARMY,DATA ENGINEER,"70,075","RANCHO PALOS VERDES, CA",01/10/2022,01/12/2022
NETSEC PROFESSIONALS CORPORATION,DATA ENGINEER,"70,500","PFLUGERVILLE, TX",06/08/2022,10/01/2022
TEKINVADERZ LLC,DATA ENGINEER,"70,699","LOUISVILLE, KY",11/07/2022,11/16/2022
TEKINVADERZ LLC,DATA ENGINEER,"70,699","LOUISVILLE, KY",11/07/2022,11/28/2022
ADOBE INC,DATA ENGINEER,"71,968","AUSTIN, TX",04/22/2022,05/06/2022
AMZUR TECHNOLOGIES INC,DATA ENGINEER,"71,968","TAMPA, FL",05/19/2022,10/01/2022
HAWORTH MARKETING & MEDIA COMPANY,DATA ENGINEER,"72,000","MINNEAPOLIS, MN",04/15/2022,10/01/2022
ITECH-GO LLC,DATA ENGINEER,"72,000","CLARKSTON, MI",09/28/2022,11/07/2022
SPLN INTERNATIONAL LLC,DATA ENGINEER,"72,000","JERSEY CITY, NJ",05/31/2022,10/01/2022
SAIPSIT INC,DATA ENGINEER,"72,000","HOUSTON, TX",06/14/2022,10/01/2022
ITECH-GO LLC,DATA ENGINEER,"72,000","COLUMBUS, OH",05/11/2022,06/30/2022
REDBUD TECHNOLOGIES INC,DATA ENGINEER,"72,114","LAS VEGAS, NV",05/26/2022,05/31/2022
REDBUD TECHNOLOGIES INC,DATA ENGINEER,"72,114","LAS VEGAS, NV",05/31/2022,06/06/2022
AMICUS GLOBAL IT INC,DATA ENGINEER,"72,384","AUSTIN, TX",04/19/2022,04/20/2022
ANTRA INC,DATA ENGINEER,"72,600","DRAPER, UT",09/29/2022,10/03/2022
CONNECTIQ LABS INC,DATA ENGINEER,"72,696","REDWOOD CITY, CA",05/31/2022,10/01/2022
CONNECTIQ LABS INC,DATA ENGINEER,"72,696","REDWOOD CITY, CA",05/31/2022,10/01/2022
CONNECTIQ LABS INC,DATA ENGINEER,"72,696","REDWOOD CITY, CA",05/31/2022,10/01/2022
CONNECTIQ LABS INC,DATA ENGINEER,"72,696","REDWOOD CITY, CA",05/31/2022,10/01/2022
CCC INTELLIGENT SOLUTIONS INC,DATA ENGINEER,"72,883","CHICAGO, IL",04/18/2022,10/01/2022
CCC INTELLIGENT SOLUTIONS INC,DATA ENGINEER,"72,883","CHICAGO, IL",04/19/2022,10/01/2022
VERINON TECHNOLOGY SOLUTIONS LTD,DATA ENGINEER,"72,883","ARLINGTON HEIGHTS, IL",05/19/2022,10/01/2022
VERINON TECHNOLOGY SOLUTIONS LTD,DATA ENGINEER,"72,883","ARLINGTON HEIGHTS, IL",05/19/2022,10/01/2022
SUPERLOGIX INC,DATA ENGINEER,"72,970","FRISCO, TX",08/29/2022,09/14/2022
CHAMPLAIN ENTERPRISES LLC,DATA ENGINEER,"73,000","NORTH OLMSTED, OH",05/02/2022,10/01/2022
NGTALENTTECH GROUP LLC,DATA ENGINEER,"73,000","CHICAGO, IL",06/16/2022,10/01/2022
ICON ITGROUP,DATA ENGINEER,"73,050","IRVING, TX",01/27/2022,01/27/2022
ICON ITGROUP,DATA ENGINEER,"73,050","IRVING, TX",02/03/2022,02/03/2022
RYZLINK CORP,DATA ENGINEER,"73,050","DALLAS, TX",04/26/2022,10/01/2022
ZIPCAR INC,DATA ENGINEER,"73,900","BOSTON, MA",05/09/2022,10/01/2022
ZIPCAR INC,DATA ENGINEER,"73,900","BOSTON, MA",05/20/2022,10/01/2022
INVOLGIXS INC,DATA ENGINEER,"73,965","NAPERVILLE, IL",12/02/2022,12/09/2022
AUTO INJURY SOLUTIONS INC,DATA ENGINEER,"73,965","CHICAGO, IL",10/21/2022,11/13/2022
STACKLOGY INC,DATA ENGINEER,"74,000","JOHNSTON, IA",06/09/2022,06/09/2022
GO8 IT INC,DATA ENGINEER,"74,027","JERSEY CITY, NJ",04/27/2022,10/01/2022
SAMURAI INFOTECH LLC,DATA ENGINEER,"74,100","CHARLOTTE, NC",06/08/2022,10/01/2022
LOGGING-INCOM LLC,DATA ENGINEER,"74,100","WINSTON-SALEM, NC",06/18/2022,10/01/2022
MELLOW SOFT INC,DATA ENGINEER,"74,173","BOERNE, TX",05/24/2022,10/01/2022
STAFFINGTREE INC,DATA ENGINEER,"74,277","OVERLAND PARK, KS",06/05/2022,10/01/2022
STAFFINGTREE INC,DATA ENGINEER,"74,277","OVERLAND PARK, KS",06/05/2022,10/01/2022
RAVEN SOFTWARE SOLUTIONS INC,DATA ENGINEER,"74,381","IRVING, TX",07/25/2022,08/01/2022
LIBERTY MUTUAL TECHNOLOGY GROUP I,DATA ENGINEER,"74,500","BOSTON, MA",03/21/2022,08/30/2022
TEKSYSTEMS GLOBAL SERVICES LLC,DATA ENGINEER,"74,563","LEANDER, TX",05/20/2022,08/02/2022
SAGE IT INC,DATA ENGINEER,"74,630","MACON, GA",06/17/2022,10/01/2022
G2O LLC,DATA ENGINEER,"74,672","DUBLIN, OH",01/31/2022,02/21/2022
G2O LLC,DATA ENGINEER,"74,672","DUBLIN, OH",01/31/2022,02/21/2022
LIBERTY MUTUAL TECHNOLOGY GROUP I,DATA ENGINEER,"74,818","DOVER, NH",03/01/2022,08/21/2022
TRISYNC TECHNOLOGIES INC,DATA ENGINEER,"74,900","SOUTH PLAINFIELD, NJ",10/06/2022,10/14/2022
UNIVERSITY OF NOTRE DAME DU LAC,DATA ENGINEER,"75,000","NOTRE DAME, IN",06/24/2022,08/01/2022
DYNAMIC ITSOLUTIONS INC,DATA ENGINEER,"75,000","OVERLAND PARK, KS",10/25/2022,11/07/2022
BUREAU VERITAS HOLDINGS INC,DATA ENGINEER,"75,000","HOUSTON, TX",09/21/2022,10/01/2022
COOK INCORPORATED,DATA ENGINEER,"75,000","BLOOMINGTON, IN",04/25/2022,09/30/2022
COGNITION FINANCIAL CORPORATION,DATA ENGINEER,"75,000","BOSTON, MA",05/06/2022,10/01/2022
NEXT PHASE SYSTEMS INC,DATA ENGINEER,"75,000","SAN MATEO, CA",05/12/2022,10/01/2022
V-SOFT CONSULTING GROUP INC,DATA ENGINEER,"75,000","CORNELIUS, OR",05/19/2022,10/01/2022
VSLN INTERNATIONAL INC,DATA ENGINEER,"75,000","JERSEY CITY, NJ",05/31/2022,10/01/2022
EFICENS SYSTEMS LLC,DATA ENGINEER,"75,000","OVERLAND PARK, KS",06/01/2022,10/01/2022
AMAZEE GLOBAL VENTURES INC,DATA ENGINEER,"75,000","ROCKAWAY, NY",06/08/2022,10/01/2022
CEREBRAL TECHNOLOGIES INC,DATA ENGINEER,"75,000","SPEARFISH, SD",06/09/2022,10/01/2022
TEKSYSTEMS GLOBAL SERVICES LLC,DATA ENGINEER,"75,000","FREMONT, CA",06/10/2022,10/01/2022
SOLUTIONSOFT INC,DATA ENGINEER,"75,000","JOHNSTON, IA",06/10/2022,10/01/2022
V-SOFT CONSULTING GROUP INC,DATA ENGINEER,"75,000","CORNELIUS, OR",06/17/2022,10/01/2022
ITECH-GO LLC,DATA ENGINEER,"75,000","NOVI, MI",01/16/2022,03/15/2022
ITECH-GO LLC,DATA ENGINEER,"75,000","NOVI, MI",01/21/2022,03/15/2022
ITECH-GO LLC,DATA ENGINEER,"75,000","NOVI, MI",01/26/2022,03/15/2022
G2O LLC,DATA ENGINEER,"75,130","COLUMBUS, OH",05/04/2022,10/01/2022
CUBOID LLC,DATA ENGINEER,"75,192","GREENWOOD VILLAGE, CO",05/06/2022,10/01/2022
CUBOID LLC,DATA ENGINEER,"75,192","GREENWOOD VILLAGE, CO",05/25/2022,10/01/2022
CUBOID LLC,DATA ENGINEER,"75,192","GREENWOOD VILLAGE, CO",05/25/2022,10/01/2022
HP INC,DATA ENGINEER,"75,379","SPRING, TX",10/18/2022,10/24/2022
ZF ACTIVE SAFETY US INC,DATA ENGINEER,"75,410","LIVONIA, MI",03/16/2022,04/18/2022
QUARTET LLC,DATA ENGINEER,"75,500","MOLINE, IL",06/06/2022,10/01/2022
TEKINVADERZ LLC,DATA ENGINEER,"75,525","JACKSON, MI",06/02/2022,10/01/2022
LOGICERA INC,DATA ENGINEER,"75,587","RICHMOND, VA",05/16/2022,10/01/2022
VITOSHA INC,DATA ENGINEER,"75,587","RICHMOND, VA",06/02/2022,10/01/2022
SMARTSOFT INTERNATIONAL INC,DATA ENGINEER,"75,670","SUWANEE, GA",02/23/2022,02/28/2022
IBM CORPORATION,DATA ENGINEER,"75,670","ATLANTA, GA",05/12/2022,10/01/2022
SWISS RE AMERICA HOLDING CORPORAT,DATA ENGINEER,"75,795","HOUSTON, TX",02/25/2022,08/18/2022
ZEUS SOLUTIONS INC,DATA ENGINEER,"75,795","HOUSTON, TX",05/24/2022,05/30/2022
IBM CORPORATION,DATA ENGINEER,"75,800","NEWARK, NJ",05/26/2022,10/01/2022
IBM CORPORATION,DATA ENGINEER,"75,800","NEWARK, NJ",05/26/2022,10/01/2022
INTERNATIONAL BUSINESS MACHINES C,DATA ENGINEER,"75,804","NEWARK, NJ",04/08/2022,04/29/2022
INTERNATIONAL BUSINESS MACHINES C,DATA ENGINEER,"75,804","NEWARK, NJ",04/14/2022,04/29/2022
IBM CORPORATION,DATA ENGINEER,"75,849","BLOOMINGTON, IL",01/11/2022,01/12/2022
SGS TECHNOLOGIE LLC,DATA ENGINEER,"75,858","LAWRENCE, KS",05/30/2022,10/01/2022
IRIS INFOTECH INC,DATA ENGINEER,"75,858","JACKSONVILLE, FL",06/10/2022,10/01/2022
KEERTHAN IT SOLUTIONS INC,DATA ENGINEER,"75,900","JACKSONVILLE, FL",01/14/2022,01/14/2022
STACKLOGY INC,DATA ENGINEER,"76,000","DEARBORN, MI",04/19/2022,10/01/2022
INDU LLC,DATA ENGINEER,"76,000","FARMINGTON HILLS, MI",05/28/2022,10/01/2022
EFICENS SYSTEMS LLC,DATA ENGINEER,"76,000","FAIRBURN, GA",06/06/2022,10/01/2022
PARAM TECHNOLOGIES INC,DATA ENGINEER,"76,000","CUMMING, GA",06/06/2022,10/01/2022
EFICENS SYSTEMS LLC,DATA ENGINEER,"76,000","DECATUR, GA",06/08/2022,10/01/2022
CYBERMINDS INC,DATA ENGINEER,"76,000","LITTLETON, CO",06/11/2022,10/01/2022
COGENT INFOTECH CORPORATION,DATA ENGINEER,"76,000","MINNEAPOLIS, MN",06/13/2022,10/01/2022
PARAM TECHNOLOGIES INC,DATA ENGINEER,"76,000","CUMMING, GA",06/21/2022,10/01/2022
IBM CORPORATION,DATA ENGINEER,"76,045","CHICAGO, IL",02/07/2022,02/07/2022
IBM CORPORATION,DATA ENGINEER,"76,045","CHICAGO, IL",05/31/2022,10/01/2022
VARS CONSULTING INC,DATA ENGINEER,"76,045","CHICAGO, IL",06/06/2022,10/01/2022
LOGGING-INCOM LLC,DATA ENGINEER,"76,045","FARMINGTON HILLS, MI",06/15/2022,10/01/2022
ANAGHA SOLUTIONS INC,DATA ENGINEER,"76,050","DES PLAINES, IL",06/27/2022,10/03/2022
EFICENS SYSTEMS LLC,DATA ENGINEER,"76,100","CHICAGO, IL",06/09/2022,10/01/2022
SPACEWALK SYSTEMS INC,DATA ENGINEER,"76,294","TEMPLE TERRACE, FL",04/22/2022,10/01/2022
DYNPRO INC,DATA ENGINEER,"76,294","RALEIGH, NC",06/02/2022,10/01/2022
IBM CORPORATION,DATA ENGINEER,"76,440","SAN ANTONIO, TX",07/28/2022,08/04/2022
GATEWAY SOLUTIONS INC,DATA ENGINEER,"76,500","MORRISVILLE, NC",06/29/2022,07/05/2022
ANAGHA SOLUTIONS INC,DATA ENGINEER,"76,500","DES PLAINES, IL",06/18/2022,10/01/2022
OREMDA INFOTECH INC,DATA ENGINEER,"76,690","ST. LOUIS PARK, MN",06/10/2022,10/01/2022
OREMDA INFOTECH INC,DATA ENGINEER,"76,690","ST. LOUIS PARK, MN",06/10/2022,10/01/2022
MASTECH DIGITAL TECHNOLOGIES INC,DATA ENGINEER,"76,752","FRANKLIN, TN",12/14/2022,12/15/2022
MAHAUGHA LLC,DATA ENGINEER,"76,856","RICHARDSON, TX",01/18/2022,02/01/2022
MAHAUGHA LLC,DATA ENGINEER,"76,856","RICHARDSON, TX",01/20/2022,02/01/2022
TECHSTAR CONSULTING INC,DATA ENGINEER,"76,856","IRVING, TX",01/21/2022,01/31/2022
TECHSTAR CONSULTING INC,DATA ENGINEER,"76,856","IRVING, TX",01/21/2022,01/31/2022
MAHAUGHA LLC,DATA ENGINEER,"76,856","IRVING, TX",02/08/2022,02/14/2022
RESOLVE TECH SOLUTIONS LLC,DATA ENGINEER,"76,856","IRVING, TX",04/26/2022,10/01/2022
TOP EDGE TECHNOLOGY INC,DATA ENGINEER,"76,856","IRVING, TX",04/29/2022,10/01/2022
TOP EDGE TECHNOLOGY INC,DATA ENGINEER,"76,856","IRVING, TX",05/02/2022,10/01/2022
CLOUD ONE INC,DATA ENGINEER,"76,856","IRVING, TX",06/08/2022,10/01/2022
TYSON FOODS INC,DATA ENGINEER,"76,856","SPRINGDALE, AR",06/09/2022,10/01/2022
TECHNOPATHZ INC,DATA ENGINEER,"76,856","LEWISVILLE, TX",06/15/2022,10/01/2022
ABN TECH CORPORATION,DATA ENGINEER,"76,856","IRVING, TX",06/16/2022,10/01/2022
OPULENT SOFT LLC,DATA ENGINEER,"76,856","PLANO, TX",06/17/2022,10/01/2022
ABN TECH CORPORATION,DATA ENGINEER,"76,856","DALLAS, TX",06/20/2022,10/01/2022
ECCLESIASTES INC,DATA ENGINEER,"76,856","IRVING, TX",06/20/2022,10/01/2022
BUSINESS INTELLIGENCE SOLUTIONS I,DATA ENGINEER,"76,856","WEST LAKE, TX",06/22/2022,10/01/2022
BUSINESS INTELLIGENCE SOLUTIONS I,DATA ENGINEER,"76,856","WEST LAKE, TX",06/23/2022,10/01/2022
SUPERLOGIX INC,DATA ENGINEER,"76,860","IRVING, TX",01/18/2022,01/18/2022
VITOSHA INC,DATA ENGINEER,"76,898","PLANO, TX",03/18/2022,03/25/2022
MARUTHI TECHNOLOGIES INC,DATA ENGINEER,"76,898","DALLAS, TX",04/13/2022,10/01/2022
MARUTHI TECHNOLOGIES INC,DATA ENGINEER,"76,898","DALLAS, TX",04/13/2022,10/01/2022
IQUEST SOLUTIONS CORP,DATA ENGINEER,"76,898","FRISCO, TX",05/08/2022,10/01/2022
IQUEST SOLUTIONS CORP,DATA ENGINEER,"76,898","PLANO, TX",05/08/2022,10/01/2022
SLESHA INC,DATA ENGINEER,"76,898","IRVING, TX",05/25/2022,10/01/2022
ROBOTIC PROCESS AUTOMATION LLC,DATA ENGINEER,"76,898","IRVING, TX",05/27/2022,10/01/2022
PRG SOLUTIONS LLC,DATA ENGINEER,"76,898","IRVING, TX",05/28/2022,10/01/2022
SLESHA INC,DATA ENGINEER,"76,898","IRVING, TX",05/28/2022,10/01/2022
PRG SOLUTIONS LLC,DATA ENGINEER,"76,898","IRVING, TX",06/01/2022,10/01/2022
