EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE
AMICUS GLOBAL IT INC,DATA ENGINEER,"83,907","CUMMING, GA",06/15/2022,10/01/2022
CAREMARK LLC,DATA ENGINEER,"83,911","IRVING, TX",10/07/2022,03/30/2023
LAKE TRUST CREDIT UNION,DATA ENGINEER,"84,000","BRIGHTON, MI",03/09/2022,03/21/2022
XCELO GROUP INC,DATA ENGINEER,"84,000","IRVING, TX",04/08/2022,04/14/2022
XCELO GROUP INC,DATA ENGINEER,"84,000","MALVERN, PA",02/01/2022,02/07/2022
CARDLYTICS INC,DATA ENGINEER,"84,000","ATLANTA, GA",06/29/2022,07/28/2022
THOUGHT CIRCUITS SERVICES LLC,DATA ENGINEER,"84,000","PLANO, TX",06/07/2022,10/01/2022
VITESSE GROUP INC,DATA ENGINEER,"84,094","CHESTERFIELD, MO",05/02/2022,10/01/2022
VITESSE GROUP INC,DATA ENGINEER,"84,094","CHESTERFIELD, MO",05/10/2022,10/01/2022
SQUAD SOFTWARE INC,DATA ENGINEER,"84,094","ST.LOUIS, MO",06/08/2022,10/01/2022
SQUAD SOFTWARE INC,DATA ENGINEER,"84,100","ST.LOUIS, MO",05/20/2022,10/01/2022
GROUP HEALTH PLAN INC,DATA ENGINEER,"84,240","BLOOMINGTON, MN",06/01/2022,06/20/2022
CERVELLO INC,DATA ENGINEER,"84,500","BOSTON, MA",02/09/2022,02/14/2022
VISA TECHNOLOGY & OPERATIONS LLC,DATA ENGINEER,"84,700","AUSTIN, TX",03/23/2022,09/20/2022
AMICUS SYSTEMS INC,DATA ENGINEER,"84,718","WAUKEE, IA",04/09/2022,04/11/2022
BERKLEY TECHNOLOGY SERVICES LLC,DATA ENGINEER,"84,718","URBANDALE, IA",01/18/2022,02/01/2022
BERKLEY TECHNOLOGY SERVICES LLC,DATA ENGINEER,"84,718","URBANDALE, IA",01/18/2022,02/01/2022
SANN IT SOLUTIONS INC,DATA ENGINEER,"84,781","WOONSOCKET, CT",04/04/2022,04/05/2022
CRITICALRIVER INC,DATA ENGINEER,"84,781","VERNON, CT",04/14/2022,04/18/2022
LUMERA INC,DATA ENGINEER,"84,781","HATTIESBURG, MS",05/10/2022,10/01/2022
KONDURU CONSULTING SERVICES LLC,DATA ENGINEER,"84,781","HARTFORD, CT",05/14/2022,10/01/2022
SCHRILL TECHNOLOGIES INC,DATA ENGINEER,"84,822","BARTLESVILLE, OK",02/25/2022,03/04/2022
SCHRILL TECHNOLOGIES INC,DATA ENGINEER,"84,822","BARTLESVILLE, OK",02/25/2022,03/04/2022
VISTA APPLIED SOLUTIONS GROUP INC,DATA ENGINEER,"84,864","BRENTWOOD, TN",10/06/2022,10/06/2022
ALLPRO CONSULTING LLC,DATA ENGINEER,"84,930","KATY, TX",05/28/2022,10/01/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"85,000","LAS VEGAS, NV",11/12/2022,11/21/2022
ADESA US AUCTION LLC,DATA ENGINEER,"85,000","CARMEL, IN",10/10/2022,11/12/2022
IDEXCEL INC,DATA ENGINEER,"85,000","DAWSONVILLE, GA",11/07/2022,12/07/2022
TECHSOUP GLOBAL,DATA ENGINEER,"85,000","PORTLAND, OR",03/30/2022,04/11/2022
KODAK ALARIS INC,DATA ENGINEER,"85,000","JERSEY CITY, NJ",04/01/2022,10/01/2022
LANCER INSURANCE COMPANY,DATA ENGINEER,"85,000","LONG BEACH, NY",04/10/2022,10/01/2022
GROUPM WORLDWIDE LLC,DATA ENGINEER,"85,000","NEW YORK, NY",04/14/2022,09/17/2022
PREDACTICA LLC,DATA ENGINEER,"85,000","PLANO, TX",02/15/2022,02/21/2022
GLOBULE-TECH LLC,DATA ENGINEER,"85,000","SUN PRAIRIE, WI",02/24/2022,02/24/2022
CONTRIVE SOLUTIONS INC,DATA ENGINEER,"85,000","SAINT LOUIS, MO",02/25/2022,03/14/2022
IFLOWSOFT SOLUTIONS INC,DATA ENGINEER,"85,000","IRVING, TX",03/03/2022,04/01/2022
UNITED AMERICA SYSTEMS INC,DATA ENGINEER,"85,000","HOUSTON, TX",08/31/2022,09/26/2022
SCANBUY INC,DATA ENGINEER,"85,000","NEW YORK, NY",05/16/2022,10/01/2022
GROUPM WORLDWIDE LLC,DATA ENGINEER,"85,000","NEW YORK, NY",05/18/2022,10/01/2022
LUMERA INC,DATA ENGINEER,"85,000","HATTIESBURG, MS",05/20/2022,10/01/2022
PRABHAV EGLOBAL SERVICES,DATA ENGINEER,"85,000","EWING, NJ",05/23/2022,10/01/2022
SCIPHER MEDICINE CORPORATION,DATA ENGINEER,"85,000","WALTHAM, MA",05/23/2022,10/01/2022
WI-TRONIX LLC,DATA ENGINEER,"85,000","BOLINGBROOK, IL",05/25/2022,10/01/2022
VERIDIC SOLUTIONS LLC,DATA ENGINEER,"85,000","IRVING, TX",05/25/2022,05/30/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"85,000","WASHINGTON DC, DC",05/25/2022,10/01/2022
IDEXCEL INC,DATA ENGINEER,"85,000","HERNDON, VA",05/27/2022,10/01/2022
SCIPHER MEDICINE CORPORATION,DATA ENGINEER,"85,000","WALTHAM, MA",06/07/2022,10/01/2022
NOETIC INFORMATION SYSTEMS LLC,DATA ENGINEER,"85,000","PLANO, TX",06/08/2022,10/01/2022
PRABHAV EGLOBAL SERVICES,DATA ENGINEER,"85,000","LANGHORNE, PA",06/10/2022,10/01/2022
SYNTAX TECHNOLOGIES,DATA ENGINEER,"85,000","ORLANDO, FL",06/11/2022,10/01/2022
NEOTEK SOLUTIONS LLC,DATA ENGINEER,"85,000","NASHVILLE, TN",06/13/2022,10/01/2022
VERTISYSTEM INC,DATA ENGINEER,"85,000","LAS VEGAS, NV",06/13/2022,10/01/2022
GCOM INFORMATION TECHNOLOGY INC,DATA ENGINEER,"85,000","COLUMBIA, MD",06/14/2022,10/01/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"85,000","BLOOMFIELD, CT",06/17/2022,07/01/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"85,000","BLOOMFIELD, CT",06/17/2022,07/01/2022
SYNTAX TECHNOLOGIES,DATA ENGINEER,"85,000","ORLANDO, FL",06/17/2022,10/01/2022
TECHNOVIZ LLC,DATA ENGINEER,"85,000","MADISON, WI",06/17/2022,10/01/2022
BIZTEGY ANALYTICS INC,DATA ENGINEER,"85,072","ARLINGTON HEIGHTS, IL",08/25/2022,08/25/2022
IBM CORPORATION,DATA ENGINEER,"85,155","SCOTTSDALE, AZ",05/20/2022,10/01/2022
ARCHE GROUP INC,DATA ENGINEER,"85,197","WEEHAWKEN, NJ",10/17/2022,10/24/2022
CERVELLO INC A KEARNEY COMPANY,DATA ENGINEER,"85,280","BOSTON, MA",09/19/2022,10/01/2022
CENTENE MANAGEMENT COMPANY LLC,DATA ENGINEER,"85,289","TAMPA, FL",08/18/2022,08/23/2022
BHSH SYSTEM,DATA ENGINEER,"85,405","GRAND RAPIDS, MI",07/08/2022,08/01/2022
TEKNATIO INC,DATA ENGINEER,"85,426","MILWAUKEE, WI",09/08/2022,09/15/2022
TECHSTAR CONSULTING INC,DATA ENGINEER,"85,509","IRVING, TX",02/09/2022,02/16/2022
TECHSTAR CONSULTING INC,DATA ENGINEER,"85,509","IRVING, TX",02/09/2022,02/16/2022
TECHSTAR CONSULTING INC,DATA ENGINEER,"85,509","IRVING, TX",02/09/2022,02/16/2022
TECHSTAR CONSULTING INC,DATA ENGINEER,"85,509","IRVING, TX",02/09/2022,02/16/2022
INVOLGIXS INC,DATA ENGINEER,"85,571","COLUMBUS, OH",05/02/2022,10/01/2022
STRATEGIC SYSTEMS INC,DATA ENGINEER,"85,571","DUBLIN, OH",05/02/2022,10/01/2022
STRATEGIC SYSTEMS INC,DATA ENGINEER,"85,571","DUBLIN, OH",05/03/2022,10/01/2022
STRATEGIC SYSTEMS INC,DATA ENGINEER,"85,571","DUBLIN, OH",05/03/2022,10/01/2022
STRATEGIC SYSTEMS INC,DATA ENGINEER,"85,571","DUBLIN, OH",05/13/2022,10/01/2022
STRATEGIC SYSTEMS INC,DATA ENGINEER,"85,571","DUBLIN, OH",05/13/2022,10/01/2022
SATCON INC,DATA ENGINEER,"85,571","PLAIN CITY, OH",06/07/2022,10/01/2022
STRATEGIC SYSTEMS INC,DATA ENGINEER,"85,571","DUBLIN, OH",06/07/2022,10/01/2022
SATCON INC,DATA ENGINEER,"85,571","PLAIN CITY, OH",06/13/2022,10/01/2022
EXCENTUS CORPORATION,DATA ENGINEER,"85,717","DALLAS, TX",11/29/2022,04/13/2023
SRIMATRIX INC,DATA ENGINEER,"85,800","ST. LOUIS, MO",04/22/2022,10/01/2022
HEALTH PAYROLL SERVICES LLC,DATA ENGINEER,"85,842","FORT MILL, SC",01/18/2022,02/15/2022
HEALTH PAYROLL SERVICES LLC,DATA ENGINEER,"85,842","FORT MILL, SC",01/20/2022,02/15/2022
TECHZION IT SOLUTIONS INC,DATA ENGINEER,"85,842","CHARLOTTE, NC",05/26/2022,10/01/2022
VANTEZ SYSTEMS INC,DATA ENGINEER,"85,842","DEARBORN, MI",06/02/2022,10/01/2022
EUREKA INFOTECH INC,DATA ENGINEER,"85,842","CHARLOTTE, NC",06/03/2022,10/01/2022
AKEENTECH LLC,DATA ENGINEER,"85,842","CHARLOTTE, NC",06/21/2022,10/01/2022
BLUECROSS BLUESHIELD OF TENNESSEE,DATA ENGINEER,"85,946","CHATTANOOGA, TN",11/14/2022,05/04/2023
BRILLFY TECHNOLOGY INC,DATA ENGINEER,"86,000","TAMPA, FL",10/19/2022,10/27/2022
MARVELOUS TECHNOLOGIES INC,DATA ENGINEER,"86,000","OLATHE, KS",10/09/2022,10/24/2022
EFFULGENT INC,DATA ENGINEER,"86,000","MING HILL, NC",06/14/2022,10/01/2022
LAND O'LAKES INC,DATA ENGINEER,"86,070","GRAY SUMMIT, MO",04/15/2022,10/01/2022
RED BELL REAL ESTATE LLC,DATA ENGINEER,"86,082","BROOKLYN, NY",05/05/2022,06/06/2022
VISTA APPLIED SOLUTIONS GROUP INC,DATA ENGINEER,"86,382","CINCINNATI, OH",04/12/2022,10/01/2022
MIDLAND-GUARDIAN CO,DATA ENGINEER,"86,382","AMELIA, OH",02/22/2022,08/20/2022
WELKIN TECHNOLOGIES LLC,DATA ENGINEER,"86,382","DEARBORN, MI",05/11/2022,10/01/2022
CODERSDOOR LLC,DATA ENGINEER,"86,382","MASON, OH",06/17/2022,10/01/2022
FTV EMPLOYMENT SERVICES LLC,DATA ENGINEER,"86,570","PITTSBURGH, PA",04/27/2022,10/01/2022
VERANA HEALTH INC,DATA ENGINEER,"86,632","TEMPE, AZ",04/25/2022,10/01/2022
ABSOLUTE INFORMATION TECHNOLOGIES,DATA ENGINEER,"86,674","DUBLIN, OH",09/06/2022,10/01/2022
TEKINVADERZ LLC,DATA ENGINEER,"86,715","WINSTON SALEM, NC",05/25/2022,06/06/2022
ARCHE GROUP INC,DATA ENGINEER,"86,819","CHANTILLY, VA",08/16/2022,08/23/2022
BOSCH SECURITY SYSTEMS INC,DATA ENGINEER,"86,870","PITTSBURGH, PA",02/18/2022,08/14/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"86,965","CHICAGO, IL",05/20/2022,10/01/2022
TEK LEADERS INC,DATA ENGINEER,"87,000","CUMMING, GA",11/14/2022,11/21/2022
DFS CORPORATE SERVICES LLC,DATA ENGINEER,"87,000","RIVERWOODS, IL",10/07/2022,10/24/2022
CITIUSTECH INC,DATA ENGINEER,"87,000","PORTLAND, OR",03/14/2022,08/21/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
BITWISE INC,DATA ENGINEER,"87,000","SCHAUMBURG, IL",04/14/2022,10/01/2022
AMGEN INC,DATA ENGINEER,"87,000","TAMPA, FL",02/25/2022,07/22/2022
SEQUENT GLOBAL TECHNOLOGIES INC,DATA ENGINEER,"87,000","ALPHARETTA, GA",09/30/2022,10/10/2022
STRATEGIC SYSTEMS INC,DATA ENGINEER,"87,000","WESTERVILLE, OH",04/21/2022,04/27/2022
STRATEGIC SYSTEMS INC,DATA ENGINEER,"87,000","CINCINNATI, OH",04/21/2022,04/27/2022
AMERICAN TECH VISION SOLUTIONS LL,DATA ENGINEER,"87,000","CHANDLER, AZ",05/25/2022,06/06/2022
ITECH-GO LLC,DATA ENGINEER,"87,000","COLUMBUS, OH",05/11/2022,10/01/2022
ALTRIA CLIENT SERVICES LLC,DATA ENGINEER,"87,100","RICHMOND, VA",03/23/2022,08/31/2022
FIDELITY TECHNOLOGY GROUP LLC,DATA ENGINEER,"87,173","MERRIMACK, NH",10/21/2022,12/12/2022
VIRTUOSO INFO SYSTEMS INC,DATA ENGINEER,"87,339","FORT MYERS, FL",05/14/2022,10/01/2022
OPTUM SERVICES INC,DATA ENGINEER,"87,464","PHOENIX, AZ",07/25/2022,08/01/2022
ETECH GLOBAL IT SOLUTIONS LLC,DATA ENGINEER,"87,485","ALPHARETTA, GA",04/08/2022,04/13/2022
CIPHERNINE INC,DATA ENGINEER,"87,485","ATLANTA, GA",01/07/2022,01/07/2022
TRINITY ENVISION BUSINESS SERVICE,DATA ENGINEER,"87,485","ATLANTA, GA",01/26/2022,02/01/2022
TEK TREE LLC,DATA ENGINEER,"87,485","ATLANTA, GA",02/14/2022,08/01/2022
TEK TREE LLC,DATA ENGINEER,"87,485","ATLANTA, GA",02/28/2022,08/01/2022
SYMBIOUN TECHNOLOGIES INC,DATA ENGINEER,"87,485","MARIETTA, GA",05/18/2022,10/01/2022
TEKTRA IT SERVICES INC,DATA ENGINEER,"87,485","ALPHARETTA, GA",05/20/2022,10/01/2022
INFOTECH PRISM LLC,DATA ENGINEER,"87,485","ALPHARETTA, GA",06/08/2022,10/01/2022
SOFTADATA INC,DATA ENGINEER,"87,485","ALPHARETTA, GA",06/16/2022,10/01/2022
JL CONSULTING INCORPORATED,DATA ENGINEER,"87,500","MIDDLETON, MA",11/02/2022,11/08/2022
ZENSOFT LLC,DATA ENGINEER,"87,500","CUMMING, GA",05/19/2022,10/01/2022
SAGGI SOLUTIONS INC,DATA ENGINEER,"87,500","FORT MILL, SC",05/19/2022,05/23/2022
OMA4 LLC,DATA ENGINEER,"87,500","CUMMING, GA",05/25/2022,10/01/2022
CLOUDSERVE SOLUTIONS LLC,DATA ENGINEER,"87,651","KATY, TX",06/03/2022,10/01/2022
MP INFOTECH CORP,DATA ENGINEER,"87,838","BENTONVILLE, AR",09/28/2022,10/03/2022
TEKINVADERZ LLC,DATA ENGINEER,"87,985","SAN DIEGO, CA",01/06/2022,01/06/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"88,000","ALPHARETTA, GA",01/26/2022,02/07/2022
SAIPSIT INC,DATA ENGINEER,"88,000","HOUSTON, TX",02/16/2022,03/01/2022
SAIPSIT INC,DATA ENGINEER,"88,000","HOUSTON, TX",06/06/2022,10/01/2022
SAIPSIT INC,DATA ENGINEER,"88,000","HOUSTON, TX",06/06/2022,10/01/2022
RESOURCE LOGISTICS INC,DATA ENGINEER,"88,000","DULUTH, GA",06/16/2022,10/03/2022
IBM CORPORATION,DATA ENGINEER,"88,005","QUINCY, MA",05/26/2022,10/01/2022
RENOTEK GROUP LLC,DATA ENGINEER,"88,109","RICHMOND, VA",08/23/2022,08/31/2022
NTECH INTERNATIONAL LLC,DATA ENGINEER,"88,150","VERNON HILLS, IL",08/08/2022,08/16/2022
VIRGIN PULSE INC,DATA ENGINEER,"88,186","FARMERS BRANCH, TX",04/28/2022,10/01/2022
FORD MOTOR COMPANY,DATA ENGINEER,"88,260","WILLOUGHBY, OH",07/12/2022,08/22/2022
FORD MOTOR COMPANY,DATA ENGINEER,"88,260","FARMINGTON HILLS, MI",11/09/2022,12/12/2022
FORD MOTOR COMPANY,DATA ENGINEER,"88,260","FARMINGTON HILLS, MI",08/12/2022,09/26/2022
FORD MOTOR COMPANY,DATA ENGINEER,"88,260","FARMINGTON HILLS, MI",08/12/2022,09/26/2022
FORD MOTOR COMPANY,DATA ENGINEER,"88,260","FARMINGTON HILLS, MI",08/15/2022,09/26/2022
FORD MOTOR COMPANY,DATA ENGINEER,"88,260","DEARBORN, MI",05/10/2022,06/06/2022
TEKINVADERZ LLC,DATA ENGINEER,"88,379","HARTFORD, CT",04/11/2022,10/01/2022
WINTRUST FINANCIAL CORPORATION,DATA ENGINEER,"88,426","ROSEMONT, IL",06/07/2022,10/01/2022
FORD MOTOR COMPANY,DATA ENGINEER,"88,500","ARLINGTON, TX",10/17/2022,11/01/2022
G2O LLC,DATA ENGINEER,"88,566","DUBLIN, OH",08/16/2022,02/13/2023
CISCO SYSTEMS INC,DATA ENGINEER,"88,629","RESEARCH TRIANGLE PARK, NC",04/07/2022,07/01/2022
DECISION SIX INC,DATA ENGINEER,"88,629","DURHAM, NC",04/21/2022,10/01/2022
SERVICELINK MANAGEMENT COMPANY LL,DATA ENGINEER,"88,681","MOON TOWNSHIP, PA",06/13/2022,10/01/2022
SERVICELINK MANAGEMENT COMPANY LL,DATA ENGINEER,"88,681","DALLAS, TX",06/15/2022,10/01/2022
NORTHWESTERN MEMORIAL HEALTHCARE,DATA ENGINEER,"88,691","CHICAGO, IL",06/13/2022,11/13/2022
GROUP HEALTH PLAN INC,DATA ENGINEER,"88,800","SAINT PAUL, MN",10/07/2022,10/31/2022
GROUP HEALTH PLAN INC,DATA ENGINEER,"88,800","SAINT PAUL, MN",11/03/2022,12/15/2022
EFICENS SYSTEMS INC,DATA ENGINEER,"89,000","CARY, NC",10/06/2022,10/06/2022
URSI TECHNOLOGIES INC,DATA ENGINEER,"89,000","ALPHARETTA, GA",07/28/2022,08/15/2022
CONTRIVA INC,DATA ENGINEER,"89,000","QUINCY, MA",05/25/2022,10/01/2022
ITAMERICA INC,DATA ENGINEER,"89,128","PRINCETON, NJ",03/30/2022,04/06/2022
ATYETI INC,DATA ENGINEER,"89,128","PRINCETON, NJ",05/18/2022,10/01/2022
INTELLISOFT SYSTEMS LLC,DATA ENGINEER,"89,544","FRISCO, TX",04/18/2022,10/01/2022
ICON ITGROUP,DATA ENGINEER,"89,544","IRVING, TX",01/05/2022,01/05/2022
TOPSYS IT SOLUTIONS LLC,DATA ENGINEER,"89,544","PLANO, TX",05/02/2022,10/01/2022
TEKINVADERZ LLC,DATA ENGINEER,"89,544","LEWISVILLE, TX",05/31/2022,10/01/2022
TECHNOGEN INC,DATA ENGINEER,"89,544","PLANO, TX",06/11/2022,06/11/2022
CAREER SOFT SOLUTIONS INC,DATA ENGINEER,"89,600","IRVING, TX",05/24/2022,10/01/2022
ITOPENDOORS,DATA ENGINEER,"89,600","IRVING, TX",05/25/2022,10/01/2022
BAHWAN CYBERTEK INC,DATA ENGINEER,"89,648","SANTA CLARA, CA",03/25/2022,08/11/2022
SIOUX FALLS SCHOOL DISTRICT 49-5,DATA ENGINEER,"89,658","SIOUX FALLS, SD",02/28/2022,04/04/2022
PIKE SOLUTIONS INC,DATA ENGINEER,"89,669","RICHMOND, VA",04/05/2022,10/01/2022
PIKE SOLUTIONS INC,DATA ENGINEER,"89,669","RICHMOND, VA",04/05/2022,10/01/2022
RBUS INC,DATA ENGINEER,"89,669","MECHANICSVILLE, VA",04/05/2022,04/26/2022
BNS INTERNATIONAL INC,DATA ENGINEER,"89,669","GLEN ALLEN, VA",05/23/2022,10/01/2022
TEK TREE LLC,DATA ENGINEER,"89,669","RICHMOND, VA",06/10/2022,06/13/2022
EUREKA INFOTECH INC,DATA ENGINEER,"89,669","HENRICO, VA",06/17/2022,10/01/2022
EUREKA INFOTECH INC,DATA ENGINEER,"89,669","HENRICO, VA",06/17/2022,10/01/2022
SWIFT TECHNOLOGIES INC,DATA ENGINEER,"89,669","RICHMOND, VA",06/17/2022,10/01/2022
SWIFT TECHNOLOGIES INC,DATA ENGINEER,"89,669","RICHMOND, VA",06/17/2022,10/01/2022
SWIFT TECHNOLOGIES INC,DATA ENGINEER,"89,669","RICHMOND, VA",06/17/2022,10/01/2022
SWIFT TECHNOLOGIES INC,DATA ENGINEER,"89,669","RICHMOND, VA",06/17/2022,10/01/2022
SRI SOFTWARE SOLUTIONS LLC,DATA ENGINEER,"89,669","RICHMOND, VA",06/17/2022,10/01/2022
SRITEK INC,DATA ENGINEER,"89,690","CHICAGO, IL",03/10/2022,03/10/2022
TEKINVADERZ LLC,DATA ENGINEER,"89,690","CHARLOTTE, NC",06/07/2022,06/20/2022
BAHWAN CYBERTEK INC,DATA ENGINEER,"89,700","SANTA CLARA, CA",03/10/2022,03/14/2022
ORPINE INC,DATA ENGINEER,"89,700","RICHMOND, VA",04/07/2022,04/15/2022
IBM CORPORATION,DATA ENGINEER,"89,835","EL SEGUNDO, CA",05/31/2022,10/01/2022
IBM CORPORATION,DATA ENGINEER,"89,835","EL SEGUNDO, CA",05/27/2022,10/01/2022
IBM CORPORATION,DATA ENGINEER,"89,835","EL SEGUNDO, CA",05/27/2022,10/01/2022
IBM CORPORATION,DATA ENGINEER,"89,835","EL SEGUNDO, CA",05/31/2022,10/01/2022
IBM CORPORATION,DATA ENGINEER,"89,835","EL SEGUNDO, CA",06/07/2022,10/01/2022
AVCO CONSULTING INC,DATA ENGINEER,"89,918","FORT MILL, SC",02/15/2022,02/15/2022
AVCO CONSULTING INC,DATA ENGINEER,"89,918","FORT MILL, SC",02/17/2022,02/17/2022
GATHI ANALYTICS LLC,DATA ENGINEER,"89,960","CLEVELAND, OH",06/01/2022,10/01/2022
DATAQUAD INC,DATA ENGINEER,"89,999","PLANO, TX",02/02/2022,02/02/2022
ADADAPTED INC,DATA ENGINEER,"90,000","ANN ARBOR, MI",07/12/2022,09/06/2022
GROTE INDUSTRIES LLC,DATA ENGINEER,"90,000","MADISON, IN",07/25/2022,08/05/2022
UNIVERSITY OF COLORADO,DATA ENGINEER,"90,000","VERNON, CT",11/09/2022,01/01/2023
SIRI INFOSOLUTIONS INC,DATA ENGINEER,"90,000","PROVO, UT",05/26/2022,10/28/2022
CLEARCAPITALCOM INC,DATA ENGINEER,"90,000","RENO, NV",10/07/2022,04/07/2023
POLLUX CONSULTANCY SERVICES LLC,DATA ENGINEER,"90,000","TAMPA, FL",08/17/2022,08/17/2022
AVAN IT LLC,DATA ENGINEER,"90,000","PLANO, TX",03/24/2022,03/31/2022
AETNA RESOURCES LLC,DATA ENGINEER,"90,000","NEW YORK, NY",04/05/2022,10/01/2022
CAREMARK LLC,DATA ENGINEER,"90,000","NEW YORK, NY",04/05/2022,10/01/2022
KNOETIC INC,DATA ENGINEER,"90,000","CHICAGO, IL",04/07/2022,10/01/2022
BENEFITS SCIENCE LLC,DATA ENGINEER,"90,000","AUSTIN, TX",04/08/2022,04/11/2022
CLEANCHOICE ENERGY SHARED SERVICE,DATA ENGINEER,"90,000","WASHINGTON, DC",04/08/2022,04/18/2022
TBS FACTORING SERVICE LLC,DATA ENGINEER,"90,000","PLANO, TX",04/14/2022,05/02/2022
ZEN3 INFOSOLUTIONS AMERICA INC,DATA ENGINEER,"90,000","BELLEVUE, WA",04/18/2022,04/25/2022
TEKGENCE INC,DATA ENGINEER,"90,000","CHARLOTTE, NC",01/06/2022,01/14/2022
RYDER SYSTEM INC,DATA ENGINEER,"90,000","RICHLAND, WA",01/15/2022,02/01/2022
NEXT PHASE SYSTEMS INC,DATA ENGINEER,"90,000","SAN MATEO, CA",01/18/2022,01/26/2022
EPION HEALTH INC,DATA ENGINEER,"90,000","NORTH ANDOVER, MA",02/01/2022,05/02/2022
C4I TECHNOLOGIES INC,DATA ENGINEER,"90,000","RIVERVIEW, FL",02/03/2022,02/14/2022
DATTO INC,DATA ENGINEER,"90,000","CHICAGO, IL",02/07/2022,02/14/2022
NEW YORK TECHNOLOGY PARTNERS INC,DATA ENGINEER,"90,000","RANDOLPH, NJ",02/12/2022,02/21/2022
LOANDEPOTCOM LLC,DATA ENGINEER,"90,000","PLANO, TX",02/16/2022,08/17/2022
DEERE AND COMPANY,DATA ENGINEER,"90,000","WATERLOO, IA",02/28/2022,03/07/2022
SITERX INC,DATA ENGINEER,"90,000","TULSA, OK",12/15/2022,12/22/2022
ENVESTNET FINANCIAL TECHNOLOGIES,DATA ENGINEER,"90,000","WASHINGTON DC, DC",09/27/2022,10/01/2022
SITERX INC,DATA ENGINEER,"90,000","TULSA, OK",12/14/2022,12/22/2022
DIVIS SOLUTIONS INC,DATA ENGINEER,"90,000","BLOOMINGTON, IL",04/23/2022,10/01/2022
NORTHWESTERN MEMORIAL HEALTHCARE,DATA ENGINEER,"90,000","CHICAGO, IL",04/28/2022,05/18/2022
INNOVA SOLUTIONS INC,DATA ENGINEER,"90,000","NASHVILLE, TN",04/29/2022,10/03/2022
ENVESTNET FINANCIAL TECHNOLOGIES,DATA ENGINEER,"90,000","MADISON, WI",04/29/2022,10/01/2022
HORNBLOWER GROUP INC,DATA ENGINEER,"90,000","NEW YORK, NY",05/02/2022,10/01/2022
HORNBLOWER GROUP INC,DATA ENGINEER,"90,000","JERSEY CITY, NJ",05/02/2022,10/01/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"90,000","RICHARDSON, TX",05/02/2022,10/01/2022
HEALTHCARE FINANCIAL INC,DATA ENGINEER,"90,000","QUINCY, MA",05/04/2022,10/01/2022
EPION HEALTH INC,DATA ENGINEER,"90,000","NORTH ANDOVER, MA",05/05/2022,05/16/2022
MELLOW SOFT INC,DATA ENGINEER,"90,000","BOERNE, TX",05/06/2022,10/01/2022
MELLOW SOFT INC,DATA ENGINEER,"90,000","BOERNE, TX",05/09/2022,10/01/2022
TEK LEADERS INC,DATA ENGINEER,"90,000","DENTON, TX",05/11/2022,10/01/2022
INNOVA SOLUTIONS INC,DATA ENGINEER,"90,000","NASHVILLE, TN",05/12/2022,10/01/2022
INNOVA SOLUTIONS INC,DATA ENGINEER,"90,000","NASHVILLE, TN",05/13/2022,10/01/2022
